event_id,user_id,session_id,event_type,product_id,product_name,category,price,timestamp,device,country,revenue,quantity
1e86fc89-ec51-4158-b6cc-0c4c15c555b8,user_0044,061f7613,page_view,prod_0027,Multi-channeled dynamic info-mediaries,Home,245.63,2025-11-26T13:12:53.451591,desktop,US,,
b886546c-f190-4929-89f1-97a7ab8b4d2d,user_0015,0d8c7cad,page_view,prod_0033,Persistent contextually-based groupware,Clothing,158.71,2025-11-18T07:34:00.451591,mobile,CA,,
38f1c4ad-edc5-44df-b072-b95f9e320ede,user_0008,e87e9a45,purchase,prod_0023,Self-enabling systemic product,Books,151.18,2025-11-24T21:14:32.451591,mobile,DE,151.18,1.0
89a199f4-2093-4550-bdf3-6da78512ba93,user_0059,a76b652d,page_view,prod_0033,Persistent contextually-based groupware,Clothing,158.71,2025-11-30T23:24:43.451591,mobile,BR,,
e928d1a2-7877-4b5e-8de3-0d6f6b09cfdc,user_0043,c19ddcd6,page_view,prod_0045,Profound foreground hardware,Sports,63.13,2025-11-30T11:30:07.451591,desktop,BR,,
98ac23de-a15a-4816-b328-fc65be1957e8,user_0035,212f081b,page_view,prod_0013,Future-proofed global framework,Sports,477.83,2025-11-10T11:13:51.451591,desktop,FR,,
ed4a56e4-2482-4831-a693-c8f8152eb9be,user_0079,e7e9e980,add_to_cart,prod_0046,Visionary regional portal,Eletronics,97.96,2025-11-09T22:39:18.451591,tablet,DE,,
9b6f4274-3560-4025-b3df-baa56646e5f1,user_0043,600f94ba,purchase,prod_0007,Function-based secondary interface,Eletronics,117.69,2025-11-28T20:30:00.451591,tablet,CA,117.69,1.0
861a3ae0-94a1-45f3-b9db-8a50033070e3,user_0081,4f6ebc57,page_view,prod_0033,Persistent contextually-based groupware,Clothing,158.71,2025-11-16T09:05:22.451591,mobile,US,,
64d2976e-8ae7-4ff2-be19-292aaccc710a,user_0004,6f2ca966,add_to_cart,prod_0022,Organic maximized interface,Eletronics,307.05,2025-11-05T00:52:58.451591,desktop,FR,,
a2eb75ec-bcbb-45d4-92ca-73755c7981f4,user_0054,dbab76c5,add_to_cart,prod_0005,Profound client-driven knowledgebase,Clothing,84.01,2025-11-24T02:38:06.451591,tablet,BR,,
aa1cc25d-d230-467c-83f1-040f2f91b22d,user_0002,b662b700,page_view,prod_0006,Focused bi-directional hierarchy,Books,301.87,2025-11-23T16:27:58.451591,desktop,FR,,
9405b68a-d024-42d6-872a-95c50c10c884,user_0098,56ec1bad,page_view,prod_0014,Switchable cohesive hierarchy,Books,490.75,2025-11-18T18:05:17.451591,desktop,CA,,
c8e33005-80dd-40f7-840e-52721c0e8dc1,user_0055,fe5d1e0c,add_to_cart,prod_0003,Upgradable optimal hierarchy,Eletronics,291.09,2025-11-03T02:30:06.451591,mobile,BR,,
066dc488-6fd1-4ce2-9efd-c4d96d8b9353,user_0044,b1576dae,page_view,prod_0045,Profound foreground hardware,Sports,63.13,2025-11-23T11:50:00.451591,desktop,DE,,
d84e36c0-f9be-4cb8-b41a-b9589f0ff2ea,user_0049,6b1af282,page_view,prod_0034,Inverse interactive Graphical User Interface,Sports,250.76,2025-11-25T22:52:33.451591,tablet,CA,,
a01f2a27-0472-4e70-8b7d-483d455de168,user_0030,690da3c4,purchase,prod_0009,Persistent 3rdgeneration toolset,Home,238.92,2025-11-21T23:33:22.451591,tablet,FR,238.92,2.0
